time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2016-05-11T08:52:47.570Z,28.0545,84.5639,15.99,4.5,mb,,73,5.984,0.63,us,us10005ggl,2016-07-20T18:10:53.040Z,"43 km NNE of Bharatpur, Nepal",earthquake,8.7,4.2,0.087,38,reviewed,us,us
2016-05-11T01:19:42.320Z,27.9448,84.9277,10.23,4.5,mb,,104,0.414,1.04,us,us10005ihi,2022-08-02T23:40:09.428Z,"45 km NW of Kirtipur, Nepal",earthquake,5.9,5.3,0.076,50,reviewed,us,us
2016-05-09T05:17:54.750Z,28.21,85.7631,39.31,4.2,mb,,66,0.634,0.78,us,us10005i7d,2016-07-20T18:10:49.040Z,"33 km NW of Kod?ri??, Nepal",earthquake,8.1,6.8,0.093,32,reviewed,us,us
2016-05-03T16:31:51.850Z,29.6379,87.9346,25.81,4.1,mb,,156,2.779,0.6,us,us10005gkb,2016-07-19T20:03:11.040Z,"101 km WNW of Rikaze, China",earthquake,13.1,6.2,0.104,25,reviewed,us,us
2016-04-19T17:22:17.910Z,28.3381,87.8381,55.92,4.3,mb,,46,2.315,1.13,us,us20005jvf,2016-06-27T23:02:19.040Z,"109 km ENE of Lobujya, Nepal",earthquake,6.8,7.6,0.104,30,reviewed,us,us
2016-04-16T04:33:03.290Z,28.3437,87.4392,10,4.1,mb,,64,1.979,0.87,us,us20005ixu,2016-06-27T23:01:48.040Z,"75 km NE of Lobujya, Nepal",earthquake,7.5,1.9,0.114,21,reviewed,us,us
2016-04-12T14:41:52.170Z,27.6062,86.0621,10,4.3,mb,,146,0.67,0.93,us,us20005heg,2016-06-21T01:14:09.040Z,"40 km SSE of Kod?ri??, Nepal",earthquake,4.6,1.9,0.097,30,reviewed,us,us
2016-04-09T13:20:13.820Z,27.6354,85.3002,10.22,4.1,mb,,168,0.077,0.76,us,us20005gv0,2022-08-02T17:40:29.646Z,"4 km SSW of P?tan, Nepal",earthquake,9,4.2,0.116,20,reviewed,us,us
2016-04-04T04:31:26.640Z,27.5381,85.8383,23.69,4.2,mb,,152,0.495,1.02,us,us20005eeq,2016-06-17T21:45:23.040Z,"30 km ESE of Dhulikhel, Nepal",earthquake,6.3,5,0.098,29,reviewed,us,us
2016-03-30T12:26:40.280Z,27.8164,85.5483,10,4.1,mb,,110,0.23,0.52,us,us20005flx,2016-06-10T23:32:58.040Z,"11 km NNE of Nagarkot, Nepal",earthquake,5.4,1.9,0.094,31,reviewed,us,us
2016-03-14T21:27:35.270Z,27.7234,85.534,27.09,4.3,mb,,137,0.193,0.75,us,us10004xlm,2022-08-02T14:30:19.661Z,"1 km NE of Nagarkot, Nepal",earthquake,11.1,6.1,0.09,35,reviewed,us,us
2016-03-13T05:15:33.690Z,27.8303,84.8208,10,4.4,mb,,171,0.453,0.76,us,us20005af9,2022-08-02T17:28:19.636Z,"41 km ENE of Bharatpur, Nepal",earthquake,7.7,1.8,0.11,24,reviewed,us,us
2016-02-24T09:22:16.670Z,27.8322,85.7365,10,4.7,mb,,49,0.391,0.71,us,us10004sb7,2022-08-07T10:00:30.413Z,"24 km ENE of Nagarkot, Nepal",earthquake,6.5,1.9,0.073,57,reviewed,us,us
2016-02-21T18:10:00.970Z,27.9633,84.6943,16.72,5.1,mb,,39,0.604,0.87,us,us10004rjm,2022-08-07T09:55:35.375Z,"40 km NE of Bharatpur, Nepal",earthquake,7,4.5,0.059,94,reviewed,us,us
2016-02-10T16:27:41.910Z,27.7118,85.6292,21.15,4.1,mb,,97,0.278,0.51,us,us20004zdq,2022-08-07T09:33:47.765Z,"10 km E of Nagarkot, Nepal",earthquake,8.4,4.5,0.095,30,reviewed,us,us
2016-02-09T02:29:04.040Z,30.8319,86.284,32.43,4.7,mb,,95,7.188,0.92,us,us20004yx3,2016-04-19T01:33:25.040Z,"195 km NNE of Saga, China",earthquake,9.4,5.3,0.075,53,reviewed,us,us
2016-02-05T16:20:11.740Z,27.8782,85.3377,23.53,5.2,mb,,44,0.166,0.82,us,us20004y4t,2022-08-07T09:22:10.461Z,"19 km N of Kathmandu, Nepal",earthquake,9.2,4.4,0.052,120,reviewed,us,us
2016-01-31T04:39:48.230Z,29.6353,84.2685,10,4.1,mb,,161,7.856,0.64,us,us20004x1e,2016-04-14T22:51:36.040Z,"99 km WNW of Saga, China",earthquake,10,1.9,0.157,11,reviewed,us,us
2016-01-31T04:18:25.460Z,29.6637,84.2327,10,4.2,mb,,145,7.897,0.79,us,us20004w3p,2016-04-14T22:51:36.040Z,"103 km WNW of Saga, China",earthquake,8.8,1.9,0.128,17,reviewed,us,us
2016-01-28T09:36:03.450Z,29.4663,87.9565,10,4.1,mb,,145,13.2,0.92,us,us20004v9s,2016-04-08T23:06:19.040Z,"93 km WNW of Rikaze, China",earthquake,9.7,1.9,0.12,19,reviewed,us,us
2016-01-26T16:57:30.840Z,29.5248,87.8553,24.65,4.2,mb,,94,5.306,0.84,us,us20004vlf,2016-04-08T23:06:16.040Z,"104 km WNW of Rikaze, China",earthquake,11.5,5.6,0.124,18,reviewed,us,us
2016-01-21T19:22:43.590Z,28.0269,85.0515,19.01,4.5,mb,,96,0.391,0.81,us,us10004g5f,2016-04-06T17:30:30.040Z,"Xizang-Nepal border region",earthquake,7.4,4.4,0.068,64,reviewed,us,us
2016-01-14T00:03:52.650Z,29.4873,87.8145,10,4.1,mb,,140,2.892,1.12,us,us10004ea1,2016-03-30T02:27:59.040Z,"107 km WNW of Rikaze, China",earthquake,7.6,1.9,0.12,19,reviewed,us,us
2015-12-26T04:48:40.050Z,29.1913,81.42,10,4.1,mb,,170,8.479,0.87,us,us10004bh1,2016-03-18T01:13:01.040Z,"47 km E of Dipayal, Nepal",earthquake,11.5,1.9,0.198,7,reviewed,us,us
2015-12-18T22:16:56.550Z,29.3985,81.6541,10,5.4,mb,,34,3.632,0.8,us,us1000488j,2022-08-02T00:00:13.756Z,"53 km WNW of Jumla, Nepal",earthquake,7.5,1.8,0.035,274,reviewed,us,us
2015-11-24T12:24:15.590Z,28.1552,84.7587,8.19,4.6,mb,,60,0.661,0.96,us,us100040q1,2016-02-18T04:48:52.040Z,"Nepal",earthquake,6.2,4.5,0.079,48,reviewed,us,us
2015-11-19T04:15:52.600Z,27.8525,85.6776,16.51,5,mb,,49,0.349,0.79,us,us10003zfw,2022-08-01T18:42:06.686Z,"21 km NE of Nagarkot, Nepal",earthquake,6.5,3.9,0.053,115,reviewed,us,us
2015-10-12T15:39:07.360Z,28.9796,86.3729,10,4.5,mb,,57,1.088,0.79,us,us10003n1q,2016-01-11T21:07:22.040Z,"117 km ESE of Saga, China",earthquake,2.4,1.8,0.066,67,reviewed,us,us
2015-10-09T20:29:56.020Z,28.8544,86.469,10,4.9,mb,,60,0.942,0.96,us,us10003mkt,2022-05-03T17:32:54.401Z,"105 km NNW of Lobujya, Nepal",earthquake,4.8,1.8,0.046,149,reviewed,us,us
2015-10-09T01:01:21.970Z,28.8999,86.3397,10,4,mb,,78,1.025,1,us,us10003p4v,2016-01-11T21:07:16.040Z,"110 km NNE of Kod?ri??, Nepal",earthquake,5.9,1.9,0.139,15,reviewed,us,us
2015-10-07T04:58:20.550Z,27.8771,84.8817,34.7,4.2,mb,,149,0.418,0.89,us,us10003nv4,2016-01-04T22:29:29.040Z,"44 km WNW of Kirtipur, Nepal",earthquake,6.3,6.2,0.216,6,reviewed,us,us
2015-10-06T23:30:29.260Z,27.6712,85.9838,14.04,4.3,mb,,110,0.593,0.73,us,us10003ntw,2016-01-04T22:29:25.040Z,"32 km S of Kod?ri??, Nepal",earthquake,11.4,4.8,0.1,28,reviewed,us,us
2015-10-06T12:02:40.700Z,27.7479,86.1479,10,4,mb,,133,0.624,0.96,us,us10003ntk,2016-01-04T22:29:21.040Z,"30 km SE of Kod?ri??, Nepal",earthquake,12.1,2,0.156,11,reviewed,us,us
2015-10-05T07:36:25.480Z,27.7703,86.1587,10,4.3,mb,,131,0.607,0.52,us,us10003nky,2016-01-04T22:29:12.040Z,"28 km SE of Kod?ri??, Nepal",earthquake,5.5,1.9,0.169,10,reviewed,us,us
2015-10-05T07:33:21.920Z,27.6395,86.0343,10,4.5,mb,,138,0.641,0.92,us,us10003kcl,2016-01-04T22:29:12.040Z,"36 km SSE of Kod?ri??, Nepal",earthquake,6.4,1.8,0.07,60,reviewed,us,us
2015-09-29T10:54:42.010Z,27.7769,85.8162,10,4.4,mb,,120,0.448,0.98,us,us10003ir8,2015-12-28T23:08:49.040Z,"24 km SW of Kod?ri??, Nepal",earthquake,10.3,1.9,0.091,35,reviewed,us,us
2015-09-29T09:27:17.090Z,29.996,80.3737,35,4.6,mb,,126,4.895,1.05,us,us10003iqz,2015-12-28T23:08:49.040Z,"21 km NW of Dh?rchula, India",earthquake,8.8,1.5,0.083,43,reviewed,us,us
2015-09-22T06:32:45.680Z,27.6915,85.0633,10,4.4,mb,,96,0.215,1.03,us,us20003ms7,2022-08-01T07:31:43.625Z,"21 km W of Kirtipur, Nepal",earthquake,4.6,1.8,0.098,30,reviewed,us,us
2015-09-16T14:52:12.070Z,27.5875,86.1894,7.48,4.2,mb,,142,0.663,0.59,us,us10003isb,2015-12-12T00:42:56.040Z,"47 km SSE of Kod?ri??, Nepal",earthquake,4,4.9,0.199,7,reviewed,us,us
2015-09-01T23:06:40.640Z,27.6836,86.2819,16.02,4.1,mb,,166,0.543,0.78,us,us20003fjs,2015-12-01T00:36:09.040Z,"44 km WSW of Namche Bazar, Nepal",earthquake,6.6,5.4,0.12,19,reviewed,us,us
2015-08-30T13:17:34.680Z,27.6519,85.6673,10,4.5,mb,,83,0.317,0.67,us,us1000365l,2022-08-01T02:35:58.853Z,"12 km ENE of Dhulikhel, Nepal",earthquake,4.6,1.8,0.06,81,reviewed,us,us
2015-08-24T06:53:44.060Z,28.3466,87.2202,10.53,4,mb,,92,0.528,0.9,us,us20003ha9,2015-11-24T02:09:32.040Z,"59 km NE of Lobujya, Nepal",earthquake,7.3,5.7,0.113,21,reviewed,us,us
2015-08-23T09:02:05.080Z,27.8355,86.0795,10,5,mb,,51,0.659,0.63,us,us100034be,2022-08-01T01:19:51.790Z,"18 km SE of Kod?ri??, Nepal",earthquake,7.6,1.7,0.044,166,reviewed,us,us
2015-08-17T22:23:57.910Z,27.9066,86.1322,10.44,4.2,mb,,62,0.603,0.7,us,us1000330x,2022-08-01T00:28:58.023Z,"18 km ESE of Kod?ri??, Nepal",earthquake,4.7,5,0.09,34,reviewed,us,us
2015-08-15T18:11:39.530Z,27.7023,85.9473,10,4.7,mb,,75,0.56,0.86,us,us100032lr,2022-08-01T00:12:27.909Z,"28 km S of Kod?ri??, Nepal",earthquake,5.1,1.7,0.052,111,reviewed,us,us
2015-08-15T05:42:20.300Z,27.3759,87.8566,10,4.4,mb,,129,1.093,0.75,us,us100032ju,2015-11-17T00:13:29.040Z,"40 km WNW of Gyalshing, India",earthquake,7.2,1.9,0.088,37,reviewed,us,us
2015-08-14T13:02:26.290Z,27.5691,86.086,10,4.6,mb,,144,0.698,1.04,us,us100036bf,2015-11-17T00:13:27.040Z,"45 km SSE of Kod?ri??, Nepal",earthquake,5.3,2,0.182,9,reviewed,us,us
2015-08-09T22:30:26.860Z,28.2257,84.8043,10,4.2,mb,,139,0.682,1.08,us,us100030nd,2015-11-06T18:06:24.040Z,"70 km NNE of Bharatpur, Nepal",earthquake,8.1,1.9,0.096,30,reviewed,us,us
2015-08-05T19:15:56.760Z,30.3652,80.3368,10,4.1,mb,,176,5.097,0.73,us,us10002y84,2015-10-30T02:47:51.040Z,"60 km NNW of Dh?rchula, India",earthquake,6.5,1.9,0.145,13,reviewed,us,us
2015-08-01T12:14:28.560Z,28.7475,87.6636,34.28,4.4,mb,,88,2.314,0.77,us,us10002x46,2015-10-30T02:47:42.040Z,"121 km NE of Lobujya, Nepal",earthquake,6.1,5,0.067,67,reviewed,us,us
2015-08-01T01:37:42.690Z,28.532,85.6808,10,4,mb,,118,0.877,1.81,us,us10002x1k,2015-10-30T02:47:41.040Z,"68 km NNW of Kod?ri??, Nepal",earthquake,7.1,2,0.232,6,reviewed,us,us
2015-07-10T21:13:01.030Z,27.7297,86.0836,10,4.2,mb,,101,0.681,0.56,us,us20002wnl,2015-10-09T20:19:11.040Z,"28 km SSE of Kod?ri??, Nepal",earthquake,4.7,1.9,0.087,37,reviewed,us,us
2015-07-07T09:31:41.580Z,29.6068,81.733,10,4.2,mb,,146,3.67,1.24,us,us200030f8,2015-09-30T00:21:00.040Z,"57 km NW of Jumla, Nepal",earthquake,9,1.9,0.118,20,reviewed,us,us
2015-07-06T15:29:07.940Z,27.9368,85.6886,10,4.2,mb,,103,0.398,0.42,us,us20002vji,2022-07-31T17:08:43.773Z,"26 km W of Kod?ri??, Nepal",earthquake,6,1.9,0.141,14,reviewed,us,us
2015-07-03T20:04:07.080Z,27.7236,84.9064,3.36,4.5,mb,,93,0.362,0.86,us,us10002nbj,2022-07-31T16:48:05.899Z,"34 km NNW of Hetauda, Nepal",earthquake,7.2,4.2,0.065,69,reviewed,us,us
2015-07-02T01:56:11.700Z,27.9835,85.5714,10,4.2,mb,,59,0.352,0.9,us,us10002mxq,2022-07-31T16:19:22.580Z,"30 km N of Nagarkot, Nepal",earthquake,6.5,1.9,0.087,37,reviewed,us,us
2015-06-29T21:46:23.940Z,27.4724,85.7525,10,4.3,mb,,141,0.455,0.91,us,us10002mfm,2015-09-02T22:37:24.040Z,"26 km ESE of Panauti, Nepal",earthquake,6.8,1.9,0.09,35,reviewed,us,us
2015-06-29T17:42:43.450Z,28.003,85.6279,10,4,mb,,91,0.4,1.05,us,us10002mfa,2022-07-31T15:59:30.799Z,"32 km W of Kod?ri??, Nepal",earthquake,8.6,1.9,0.108,23,reviewed,us,us
2015-06-28T23:57:15.530Z,28.0316,86.056,10,4.7,mb,,94,0.728,1.26,us,us10002m90,2022-07-31T15:46:25.420Z,"12 km NE of Kod?ri??, Nepal",earthquake,6.8,1.9,0.062,78,reviewed,us,us
2015-06-22T07:34:31.780Z,27.5413,85.9898,10,4.3,mb,,156,0.622,0.25,us,us20002w0e,2015-09-01T00:53:54.040Z,"45 km ESE of Dhulikhel, Nepal",earthquake,6,2,0.202,7,reviewed,us,us
2015-06-21T13:41:47.330Z,27.8059,86.0295,10,4.1,mb,,129,0.639,0.57,us,us10002np2,2015-09-01T00:53:53.040Z,"18 km SSE of Kod?ri??, Nepal",earthquake,7.7,1.9,0.145,13,reviewed,us,us
2015-06-20T12:23:05.580Z,28.5523,82.6319,10,4.7,mb,,92,2.513,0.61,us,us10002khh,2022-07-31T14:14:15.599Z,"41 km NNE of Besisahar, Nepal",earthquake,8.2,1.8,0.056,97,reviewed,us,us
2015-06-17T02:15:14.610Z,28.2774,85.8766,10,4.3,mb,,72,0.75,0.97,us,us20002qjl,2022-07-31T13:42:40.968Z,"35 km NNW of Kod?ri??, Nepal",earthquake,7,1.9,0.078,47,reviewed,us,us
2015-06-17T00:29:59.050Z,27.9426,85.4981,10,4.3,mb,,77,0.28,1.34,us,us20002qj4,2022-07-31T13:41:39.894Z,"25 km N of Nagarkot, Nepal",earthquake,4.6,1.8,0.084,40,reviewed,us,us
2015-06-17T00:13:20.190Z,27.7381,85.2944,5.7,4,mb,,129,0.031,1,us,us20002qj3,2022-07-31T13:40:47.108Z,"4 km NNW of Kathmandu, Nepal",earthquake,17.6,7.8,0.183,8,reviewed,us,us
2015-06-14T07:47:46.830Z,28.1763,85.7529,10,4.1,mb,,94,0.602,0.57,us,us10002lx6,2015-08-20T00:43:57.040Z,"31 km NW of Kod?ri??, Nepal",earthquake,6.3,1.4,0.127,19,reviewed,us,us
2015-06-13T01:18:30.200Z,27.6326,86.0709,10,4.8,mb,,40,0.674,0.68,us,us20002pk4,2022-07-31T12:46:09.800Z,"38 km SSE of Kod?ri??, Nepal",earthquake,6.6,1.9,0.057,94,reviewed,us,us
2015-06-12T04:34:10.000Z,27.7705,86.0379,10,4,mb,,140,0.642,0.78,us,us10002ld5,2015-08-20T00:43:54.040Z,"22 km SSE of Kod?ri??, Nepal",earthquake,7.8,2,0.231,8,reviewed,us,us
2015-06-11T19:37:06.220Z,28.115,84.6937,10.32,4.4,mb,,96,0.681,1.06,us,us20002p53,2015-08-20T00:43:54.040Z,"54 km NNE of Bharatpur, Nepal",earthquake,6.3,4.5,0.075,51,reviewed,us,us
2015-06-11T16:12:20.290Z,27.8321,85.5836,24.49,4.8,mb,,76,0.265,0.61,us,us20002p1y,2022-07-31T12:27:46.292Z,"14 km NNE of Nagarkot, Nepal",earthquake,8,1.4,0.052,114,reviewed,us,us
2015-06-11T04:17:46.340Z,27.8955,85.7959,10,4.2,mb,,135,0.462,0.7,us,us10002l5z,2015-08-20T00:43:53.040Z,"17 km WSW of Kod?ri??, Nepal",earthquake,6.4,1.5,0.118,20,reviewed,us,us
2015-06-07T05:17:45.900Z,27.9734,85.5328,10,4.2,mb,,70,5.201,0.71,us,us20002qpy,2022-07-31T16:23:22.551Z,"28 km N of Nagarkot, Nepal",earthquake,11.2,1.9,0.128,17,reviewed,us,us
2015-06-03T07:52:37.640Z,28.011,86.0953,10,4,mb,,114,0.751,1.46,us,us20002pdj,2015-08-08T00:50:11.040Z,"14 km ENE of Kod?ri??, Nepal",earthquake,5.2,1.9,0.172,14,reviewed,us,us
2015-05-30T16:28:19.320Z,27.8802,84.9263,10,4.3,mb,,132,0.383,1.34,us,us20002knv,2022-07-31T10:16:47.803Z,"41 km WNW of Kirtipur, Nepal",earthquake,6.5,1.9,0.088,36,reviewed,us,us
2015-05-29T10:00:00.270Z,27.9798,84.7819,10,4.8,mb,,41,0.542,0.91,us,us20002kau,2022-07-31T10:07:29.021Z,"47 km NE of Bharatpur, Nepal",earthquake,6.7,1.6,0.052,112,reviewed,us,us
2015-05-28T23:35:52.170Z,28.0923,84.6435,10,4,mb,,177,0.705,0.52,us,us20002mzl,2015-08-08T00:48:55.040Z,"50 km NNE of Bharatpur, Nepal",earthquake,10.1,2,0.211,6,reviewed,us,us
2015-05-27T16:45:00.460Z,28.2528,84.9717,10,4.1,mb,,157,0.618,1.48,us,us20002mcv,2015-07-29T01:35:49.040Z,"70 km NNW of Kathmandu, Nepal",earthquake,5.9,1.9,0.097,29,reviewed,us,us
2015-05-27T07:30:58.810Z,27.4029,84.716,10,4.4,mb,,164,0.615,1.29,us,us10002cg5,2022-07-31T09:47:05.797Z,"31 km W of Hetauda, Nepal",earthquake,7.7,1.9,0.091,35,reviewed,us,us
2015-05-27T07:30:41.910Z,27.3256,84.6635,10,4,mb,,168,0.695,1.4,us,us10002cpp,2015-07-29T01:35:48.040Z,"38 km ENE of R?mnagar, India",earthquake,7.4,1.9,0.099,30,reviewed,us,us
2015-05-26T17:07:14.360Z,28.2338,85.1005,10,4.6,mb,,71,0.553,1.05,us,us10002c8p,2022-07-31T09:27:25.750Z,"62 km NNW of Kathmandu, Nepal",earthquake,6.6,1.9,0.06,83,reviewed,us,us
2015-05-25T10:46:03.060Z,28.5718,87.2411,42.44,4.3,mb,,132,3.581,1.09,us,us10002c08,2015-07-29T01:35:43.040Z,"80 km NNE of Lobujya, Nepal",earthquake,9.1,5.8,0.092,33,reviewed,us,us
2015-05-24T21:38:40.840Z,28.0271,84.6734,10,4.4,mb,,41,0.649,0.56,us,us10002bye,2022-07-31T09:00:35.217Z,"45 km NNE of Bharatpur, Nepal",earthquake,4.8,1.8,0.072,55,reviewed,us,us
2015-05-22T19:07:41.930Z,29.8042,81.6888,10,4.3,mb,,75,3.805,0.98,us,us10002blt,2022-07-31T08:39:16.749Z,"73 km SE of Burang, China",earthquake,8.1,1.9,0.082,42,reviewed,us,us
2015-05-22T13:04:05.930Z,27.6635,85.6936,10,4.1,mb,,85,5.187,0.94,us,us20002la2,2015-07-29T01:35:33.040Z,"Nepal",earthquake,6.8,1.9,0.123,19,reviewed,us,us
2015-05-22T11:45:47.370Z,27.5438,86.0511,10,4.3,mb,,127,0.673,0.85,us,us10002bd0,2022-07-31T08:35:40.062Z,"47 km SSE of Kod?ri??, Nepal",earthquake,6.1,1.6,0.089,36,reviewed,us,us
2015-05-22T10:59:33.780Z,27.9555,84.9671,10,4.7,mb,,41,0.392,0.88,us,us10002bcr,2022-07-31T08:31:48.889Z,"43 km NW of Kirtipur, Nepal",earthquake,5.5,1.7,0.056,97,reviewed,us,us
2015-05-21T09:11:55.640Z,27.8173,85.209,10,4,mb,,176,6.353,0.58,us,us20002kyi,2015-07-29T01:35:30.040Z,"16 km NNW of Kirtipur, Nepal",earthquake,9.1,2,0.172,9,reviewed,us,us
2015-05-20T09:02:32.260Z,27.3231,85.0483,10,4.6,mb,,145,5.85,0.81,us,us10002ar2,2022-07-31T08:08:10.373Z,"11 km S of Hetauda, Nepal",earthquake,6.8,1.7,0.077,52,reviewed,us,us
2015-05-19T10:59:30.690Z,27.7722,85.868,10,4.2,mb,,163,5.002,1.28,us,us10002ahe,2022-07-31T07:56:00.675Z,"22 km SSW of Kod?ri??, Nepal",earthquake,7.2,1.9,0.1,28,reviewed,us,us
2015-05-18T22:49:50.890Z,27.5867,85.8925,10,4.4,mb,,134,5.06,0.73,us,us10002adq,2022-07-31T07:46:40.138Z,"34 km E of Dhulikhel, Nepal",earthquake,3.7,1.9,0.074,52,reviewed,us,us
2015-05-18T12:42:09.240Z,27.9438,84.6997,10,4.1,mb,,103,6.821,0.5,us,us20002k1p,2015-07-23T01:04:07.040Z,"39 km NE of Bharatpur, Nepal",earthquake,11.8,1.9,0.175,10,reviewed,us,us
2015-05-17T05:45:38.500Z,27.5777,85.8239,10,4.3,mb,,157,5.119,0.73,us,us100029x0,2022-07-31T07:25:51.324Z,"28 km E of Dhulikhel, Nepal",earthquake,8.1,1.8,0.077,48,reviewed,us,us
2015-05-16T23:15:26.060Z,27.6804,85.9514,10,4.4,mb,,88,4.973,0.74,us,us100029vn,2022-07-31T07:23:05.276Z,"31 km S of Kod?ri??, Nepal",earthquake,8,1.9,0.077,48,reviewed,us,us
2015-05-16T20:02:53.740Z,28.0094,84.6978,10,4.1,mb,,170,5.885,0.7,us,us10002cht,2015-07-23T01:04:03.040Z,"44 km NE of Bharatpur, Nepal",earthquake,10.5,1.9,0.234,5,reviewed,us,us
2015-05-16T11:34:09.980Z,27.5603,86.0734,7,5.5,mww,,13,4.928,0.72,us,us100029rn,2022-07-31T07:18:14.026Z,"45 km SSE of Kod?ri??, Nepal",earthquake,7.5,1.7,,,reviewed,us,us
2015-05-16T03:50:21.210Z,27.4751,85.1653,10,4.2,mb,,135,5.692,0.86,us,us100029pj,2015-07-23T01:04:02.040Z,"14 km ENE of Hetauda, Nepal",earthquake,6.9,1.8,0.101,27,reviewed,us,us
2015-05-16T03:39:26.920Z,27.6386,85.713,10,4.7,mb,,40,5.182,0.55,us,us100029pb,2022-07-31T07:13:14.269Z,"16 km E of Dhulikhel, Nepal",earthquake,7.9,1.8,0.051,119,reviewed,us,us
2015-05-16T00:46:06.830Z,28.0074,84.5187,10,4.1,mb,,70,0.764,0.63,us,us10002ch0,2015-07-23T01:04:02.040Z,"37 km NNE of Bharatpur, Nepal",earthquake,6.2,1.9,0.109,23,reviewed,us,us
2015-05-15T01:42:42.800Z,27.9719,84.7499,10,4.9,mb,,40,1.823,0.91,us,us1000295r,2022-07-31T06:55:52.887Z,"45 km NE of Bharatpur, Nepal",earthquake,8.1,1.8,0.047,145,reviewed,us,us
2015-05-14T03:07:38.770Z,27.6713,86.1515,10,4.4,mb,,83,0.651,0.74,us,us100028wa,2015-07-23T01:03:58.040Z,"37 km SSE of Kod?ri??, Nepal",earthquake,4.6,1.8,0.109,24,reviewed,us,us
2015-05-13T21:38:06.390Z,27.7199,86.0503,8.38,5,mb,,40,0.715,0.65,us,us100028tz,2022-07-31T06:38:05.984Z,"28 km SSE of Kod?ri??, Nepal",earthquake,6.5,4.3,0.046,150,reviewed,us,us
2015-05-13T10:59:41.150Z,27.8014,86.038,10,4.2,mb,,101,0.702,0.67,us,us20002eza,2022-07-31T06:32:13.890Z,"19 km SSE of Kod?ri??, Nepal",earthquake,6.2,1.9,0.104,26,reviewed,us,us
2015-05-13T09:52:27.990Z,27.7666,86.3084,10,4.2,mb,,150,0.484,1.06,us,us10002bi5,2015-07-17T07:06:14.040Z,"39 km W of Namche Bazar, Nepal",earthquake,5,1.8,0.159,11,reviewed,us,us
2015-05-13T06:53:00.780Z,27.7201,86.1891,10,4.8,mb,,88,0.6,0.73,us,us20002ew5,2022-07-31T06:29:12.686Z,"35 km SE of Kod?ri??, Nepal",earthquake,8.7,1.9,0.059,87,reviewed,us,us
2015-05-13T06:37:30.290Z,27.7582,86.1379,10,4.5,mb,,146,0.629,0.93,us,us20002ew1,2015-07-17T07:06:14.040Z,"28 km SE of Kod?ri??, Nepal",earthquake,7.5,1.9,0.08,46,reviewed,us,us
2015-05-13T06:26:07.550Z,27.6539,86.1557,10,4.7,mb,,118,0.655,0.69,us,us20002evz,2022-07-31T06:33:32.311Z,"39 km SSE of Kod?ri??, Nepal",earthquake,6.7,1.9,0.061,89,reviewed,us,us
2015-05-13T02:43:47.590Z,27.6248,86.3299,10,4.1,mb,,153,0.541,0.68,us,us10002bhx,2022-07-31T10:38:49.057Z,"42 km WSW of Namche Bazar, Nepal",earthquake,8.2,2,0.158,11,reviewed,us,us
2015-05-13T02:23:10.920Z,27.6695,86.2315,10,4.1,mb,,171,0.589,1.12,us,us20002ev6,2022-07-31T06:26:25.342Z,"42 km SE of Kod?ri??, Nepal",earthquake,5.6,1.9,0.111,22,reviewed,us,us
2015-05-12T21:57:14.320Z,27.8032,86.0034,10,4,mb,,171,0.732,0.77,us,us10002bgv,2022-07-31T11:11:42.577Z,"18 km SSE of Kod?ri??, Nepal",earthquake,7,2,0.164,10,reviewed,us,us
2015-05-12T21:25:11.930Z,27.783,84.6384,10,5.2,mb,,38,1.932,0.62,us,us20002etn,2022-07-31T06:21:43.509Z,"23 km ENE of Bharatpur, Nepal",earthquake,6,1.8,0.051,125,reviewed,us,us
2015-05-12T20:44:28.940Z,27.9152,86.2389,5.36,4,mb,,167,0.508,1.28,us,us20002esx,2022-07-31T06:35:12.711Z,"28 km E of Kod?ri??, Nepal",earthquake,7.2,6.7,0.102,26,reviewed,us,us
2015-05-12T20:22:16.260Z,27.5858,85.1413,13.35,4.3,mb,,124,1.526,1.32,us,us20002esf,2022-07-31T06:22:38.942Z,"16 km SW of Kirtipur, Nepal",earthquake,6.5,4.9,0.083,41,reviewed,us,us
2015-05-12T19:37:40.910Z,27.6868,86.1308,8.52,4.5,mb,,101,0.661,1.01,us,us20002ert,2022-07-31T06:34:11.810Z,"34 km SSE of Kod?ri??, Nepal",earthquake,5,4.1,0.066,67,reviewed,us,us
2015-05-12T19:34:59.090Z,27.6432,86.1584,10.93,4.3,mb,,165,0.658,0.76,us,us20002es6,2015-07-17T07:06:12.040Z,"40 km SSE of Kod?ri??, Nepal",earthquake,5.5,5.1,0.086,38,reviewed,us,us
2015-05-12T18:51:44.210Z,27.6456,86.294,11.23,4.1,mb,,147,0.554,0.8,us,us20002erg,2022-07-31T11:39:41.737Z,"44 km WSW of Namche Bazar, Nepal",earthquake,4.8,4.8,0.101,29,reviewed,us,us
2015-05-12T18:49:05.090Z,27.717,86.2514,15.68,4,mb,,137,0.551,0.86,us,us10002bgp,2015-07-17T07:06:12.040Z,"39 km SE of Kod?ri??, Nepal",earthquake,5,2.9,0.173,9,reviewed,us,us
